id,artist,title,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
7B9S4RiRczdw1B9ddjpFe8,Korn,Freak On a Leash,Follow The Leader,0.339,0.891,2,-6.527,1,0.0522,3.22e-05,0.115,0.388,0.542,102.925,audio_features,255333,4
1JrtC2ubRFV2xB79J3UY1Z,Apocalyptica,I'm Not Jesus - International Version,Worlds Collide,0.509,0.856,11,-3.943,0,0.0331,0.00017,0.00302,0.12,0.535,84.542,audio_features,213960,4
2nUGM4Y3rxzJeaANsUSP9A,Korn,My Gift to You,Follow The Leader,0.356,0.256,9,-8.047,1,0.0744,0.000415,0.0399,0.7,0.0819,102.688,audio_features,931840,4
07xFWwKPOApMS56ildsV0G,Korn,Twist,Life Is Peachy,0.558,0.989,1,-5.041,0,0.158,0.395,9.81e-05,0.375,0.635,83.071,audio_features,49213,4
49ylH81Y53wUOlTHqXK1J2,Light The Torch,The Safety of Disbelief,Revival,0.389,0.972,2,-4.925,1,0.138,2.26e-05,0.0121,0.501,0.19,82.517,audio_features,213227,4
5cLttQXyVI07tUKCN8T4OD,Korn,Chi,Life Is Peachy,0.543,0.829,11,-7.931,0,0.148,0.005,0.00186,0.181,0.521,123.998,audio_features,235947,4
0xgsyoVvRFSYvV5cdtYhX1,Korn,A.D.I.D.A.S.,Life Is Peachy,0.334,0.898,11,-6.821,0,0.196,0.00406,0.0202,0.162,0.226,110.364,audio_features,153600,4
5axOkQnmQmwtjr4bv1Xt7i,Ozzy Osbourne,I Don't Wanna Stop,Black Rain (Expanded Edition),0.578,0.937,5,-3.926,1,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,audio_features,239827,4
4YJbZeAFY6D5p6izb51dK0,Korn,Lowrider,Life Is Peachy,0.754,0.793,6,-7.208,1,0.146,0.000772,0.471,0.109,0.971,133.28,audio_features,57360,4
1pr9TZGOXeJUggIal1Wq3R,Korn,Blind,Korn,0.283,0.891,2,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,audio_features,258267,4
0hzvyBidgypLw4Z78Lg0EG,Flaw,Medicate,Endangered Species,0.471,0.916,11,-4.893,1,0.0699,1.82e-05,4.6e-05,0.0947,0.632,165.749,audio_features,211093,4
5pbfZdAP7xUu354ZQBhTS2,Korn,Ball Tongue,Korn,0.55,0.877,2,-6.942,1,0.111,0.0244,0.0838,0.112,0.445,106.226,audio_features,268533,4
3TZuUaGjEtyAiUM9iM89ff,Korn,Clown,Korn,0.458,0.787,1,-6.909,1,0.17,0.0101,8.76e-05,0.065,0.301,80.482,audio_features,276573,4
7u93rCmIM9mBoT4mvfUBTZ,Breaking Benjamin,Had Enough,Phobia (Explicit Version),0.313,0.948,0,-2.772,0,0.0762,1e-05,3.52e-05,0.105,0.242,163.881,audio_features,228213,4
7kVrQ79jg4nd1r6H9CrmIk,Korn,Faget,Korn,0.49,0.844,1,-6.5,0,0.0951,0.0224,2.85e-05,0.147,0.439,87.762,audio_features,349507,4
3ezGIgTmk2BZy9C3j0x1h9,Korn,Shoots and Ladders,Korn,0.277,0.744,0,-9.756,0,0.0868,0.00681,0.00466,0.246,0.227,93.669,audio_features,322133,4
71jUQ6O4Q1o0eNieY6NxRq,Scars of Life,Bullet with Your Name,What We Reflect,0.439,0.935,7,-6.99,1,0.0518,3.24e-05,0.00971,0.375,0.415,107.034,audio_features,253031,4
5IXL71UnulglAsz8JvIN0k,Korn,Lies,Korn,0.499,0.942,1,-6.381,0,0.124,0.00303,0.000603,0.479,0.48,125.006,audio_features,202400,4
2yXGMzha9lltJRjzOCNiCn,Korn,Daddy,Korn,0.448,0.000685,5,-9.979,0,0.0983,0.122,2.1e-05,0.141,0.869,99.774,audio_features,1050827,4
4AaZtoVREGSOTMzdzLoCGK,Drowning Pool,Sinner,Sinner,0.576,0.96,4,-2.605,1,0.0759,0.000436,3.23e-05,0.0659,0.532,120.95,audio_features,147333,4
6IQdurAwr84AhnVWnrxrDP,Slipknot,Sarcastrophe,.5: The Gray Chapter (Special Edition),0.453,0.989,2,-2.766,1,0.111,0.00191,0.0059,0.0806,0.0388,102.784,audio_features,306080,4
2qfLaOWD7bB4J1Val3vO4K,Slipknot,AOV,.5: The Gray Chapter (Special Edition),0.536,0.988,7,-1.777,1,0.0671,0.000507,6.45e-05,0.366,0.231,130.777,audio_features,332907,4
1ONKwsLW8DVH76mwTTsmAR,Whitechapel,Hickory Creek,Hickory Creek,0.413,0.838,11,-6.183,0,0.0518,0.000762,0.114,0.305,0.132,120.304,audio_features,242830,4
5hheGdf1cb4rK0FNiedCfK,Slipknot,The Devil in I,.5: The Gray Chapter (Special Edition),0.398,0.939,9,-2.865,0,0.0648,0.00591,0.000881,0.357,0.235,92.027,audio_features,342821,4
6AAZigYqOch79lKcrSBOv0,Slipknot,Killpop,.5: The Gray Chapter (Special Edition),0.306,0.926,1,-2.754,0,0.0912,0.000311,0.000644,0.0776,0.483,158.47,audio_features,225067,4
1e2BN9Ct6DDIthkLSDYgnu,Hollywood Undead,Been To Hell,American Tragedy (Deluxe Edition),0.439,0.935,9,-3.551,1,0.182,0.000248,0.0,0.118,0.595,149.022,audio_features,203160,4
7yzFUknHiad4kRBfHq2ki1,Slipknot,Skeptic,.5: The Gray Chapter (Special Edition),0.563,0.972,7,-1.751,1,0.0896,0.000326,0.00499,0.102,0.619,91.922,audio_features,286560,4
4V3E6xAnGspUos2Sx74w6n,Slipknot,Lech,.5: The Gray Chapter (Special Edition),0.44,0.975,11,-2.024,1,0.0806,0.000238,0.0159,0.407,0.552,147.938,audio_features,290427,4
7nobjDCjkn6Y8UDQFt2mga,Nonpoint,That Day,Nonpoint,0.538,0.975,5,-4.518,0,0.0668,0.000416,0.0561,0.296,0.588,100.046,audio_features,210827,4
4vCG26vd7hzGdLq84pl1tf,Slipknot,Nomadic,.5: The Gray Chapter (Special Edition),0.357,0.986,7,-2.266,1,0.102,0.000553,0.0106,0.236,0.543,183.901,audio_features,258360,4
3GiJq4AQK7324mfIQbpiTf,Slipknot,Custer,.5: The Gray Chapter (Special Edition),0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066,audio_features,254467,4
589bxq7vfH9S5xsf6QZYLz,Nonpoint,Generation Idiot,The Poison Red,0.431,0.919,8,-4.209,1,0.0883,0.00201,6.66e-06,0.146,0.285,119.753,audio_features,207598,4
2ugAOltSeiFqKHItLMKFK3,Slipknot,The Negative One,.5: The Gray Chapter (Special Edition),0.505,0.979,0,-1.665,1,0.0715,0.0002,0.00135,0.334,0.312,108.2,audio_features,325171,4
1JP26wqamuPK9rdwF126rQ,Slipknot,If Rain Is What You Want,.5: The Gray Chapter (Special Edition),0.62,0.643,7,-5.808,1,0.0348,0.00976,0.0231,0.15,0.108,124.974,audio_features,380907,4
1g8lVIsEkDaGD1nKw6fwUb,Slipknot,(sic),Slipknot (10th Anniversary Edition),0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,audio_features,199881,4
7MEHTWzEi3z7P2jEWAcdHZ,Slipknot,Eyeless,Slipknot (10th Anniversary Edition),0.293,0.997,4,-4.364,0,0.217,0.000463,3.95e-05,0.415,0.13,100.348,audio_features,236360,4
1We9y0dSphaMHt4owfGWpw,Three Days Grace,Misery Loves My Company,Transit Of Venus,0.516,0.872,8,-5.102,1,0.0402,0.00139,0.0,0.258,0.556,99.936,audio_features,162293,4
0iget4icTqUya9wtpvCTF2,Slipknot,Surfacing,Slipknot (10th Anniversary Edition),0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,audio_features,218093,4
2W2eaLVKv9NObcLXlYRZZo,Slipknot,Spit It Out,Slipknot (10th Anniversary Edition),0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,audio_features,159773,4
77BfOPXhlnNaSbg647qkx2,The Used,Pretty Handsome Awkward,Lies for the Liars,0.539,0.977,0,-3.738,1,0.0743,0.00441,0.0,0.943,0.261,104.978,audio_features,215147,4
3Lkm8fyUksuC8hr9I35nio,Slipknot,Purity,Slipknot (10th Anniversary Edition),0.283,0.978,6,-5.612,1,0.18,0.000105,0.0735,0.252,0.399,166.178,audio_features,265453,4
0SNybMfb3uFISmnYrIt7Gs,Slipknot,Liberate,Slipknot (10th Anniversary Edition),0.334,0.99,1,-3.961,1,0.187,0.000779,0.0,0.0744,0.395,145.162,audio_features,184307,4
6h50kZJAg6m80NUdZxsHBl,Jonathan Davis,Underneath My Skin,Black Labyrinth,0.473,0.88,6,-4.227,1,0.0744,0.00175,5.64e-05,0.202,0.564,74.966,audio_features,226061,4
5huA9m9CJ56zZoTDrMFrtm,Slipknot,Prosthetics,Slipknot (10th Anniversary Edition),0.268,0.991,6,-5.251,1,0.12,0.000509,0.0964,0.916,0.211,146.231,audio_features,298333,4
0zy365BwajyyRj9NR3FVOU,Slipknot,No Life,Slipknot (10th Anniversary Edition),0.28,0.983,7,-4.574,1,0.142,0.000233,5.96e-05,0.305,0.5,153.677,audio_features,167373,4
6xwak2gJxMwbLBEJVier7X,Egypt Central,White Rabbit,White Rabbit [Deluxe Edition],0.489,0.887,1,-5.388,0,0.081,0.00209,0.0,0.0531,0.626,175.969,audio_features,217787,4
2MvIMgtWyK88OiPi0J8Dg3,Slipknot,Psychosocial,All Hope Is Gone,0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,audio_features,283400,4
5rAIqtGPZNiCojmpRjuZW5,Slipknot,Gematria (The Killing Name),All Hope Is Gone,0.361,0.992,11,-2.69,1,0.136,0.000189,0.000613,0.285,0.32,101.579,audio_features,361533,4
7079nY1EuvdfIxaMYaTjR9,Evans Blue,This Time It's Different,Graveyard of Empires,0.32,0.864,5,-4.882,0,0.0549,0.000934,0.0488,0.37,0.277,109.54,audio_features,209092,5
0HAr4QR1xI8nwC7VfzYidu,Slipknot,Dead Memories,All Hope Is Gone,0.547,0.963,4,-2.337,0,0.0744,0.000443,0.0251,0.353,0.441,130.061,audio_features,268587,4
3RptaQ5Xb8WvtpItZ2f9Hi,Slipknot,Snuff,All Hope Is Gone,0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,audio_features,276147,4
6VOM9VW2HspbL77jPEaBxW,bloodsimple,Dead Man Walking,Red Harvest,0.541,0.98,1,-3.463,1,0.0832,0.000172,1.6e-06,0.319,0.388,107.779,audio_features,237693,4
431a6o9W8aYTQWNGmdgDm0,Slipknot,All Hope Is Gone,All Hope Is Gone,0.556,0.996,1,-2.517,1,0.171,0.00221,0.000142,0.265,0.206,100.061,audio_features,284760,4
6VBhH7CyP56BXjp8VsDFPZ,Pritam,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",0.577,0.574,0,-6.525,1,0.0278,0.572,0,0.1,0.436,94.009,audio_features,268165,4
0CtZpaOhtzvLV3FfcsVpQo,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,audio_features,258474,4
1nvvaiJbrhCkM3Az74N1pM,Jasleen Royal,Ranjha - Sid X Kiara Version,Ranjha (Sid X Kiara Version),0.237,0.357,1,-8.838,1,0.0419,0.613,0.000276,0.0919,0.144,165.612,audio_features,117108,4
2rOnSn2piaqLAlYjtfUBlY,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,audio_features,230292,4
7FawxM5cmh2NX03FAFumFt,Mark K Robin,"Woh Khuda (From ""8 A.M. Metro"") - Nooran Sisters Version","Woh Khuda - Nooran Sisters Version (Eid Mubarak!) [From ""8 A.M. Metro""]",0.811,0.958,5,-6.907,0,0.0778,0.457,0,0.0767,0.674,119.975,audio_features,197500,4
0czcoKJbJt08NqKrvSbbz7,Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",0.582,0.418,7,-8.701,1,0.0288,0.794,0,0.109,0.243,112.909,audio_features,313051,4
3guNmy1Hk82Kssjzui0hiL,Tech Panda,Dilbar,Dilbar,0.671,0.345,8,-10.471,0,0.229,0.0445,0.000331,0.663,0.342,109.986,audio_features,168545,4
0BlKsjU5Md37Z1CZ6UY6bT,Ezu,Bahara X,Bahara X,0.722,0.309,0,-12.729,1,0.0413,0.676,4e-05,0.13,0.832,98.88,audio_features,167273,4
2ZD4aIEepqZsdxPxLSuUhm,Pritam,Tere Pyaar Mein,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",0.679,0.748,9,-5.487,0,0.054,0.111,0,0.183,0.406,118.945,audio_features,265108,4
0snQrp1VaY5Pj1YIHRJpRJ,Aditya A,Chaand Baaliyan,Chaand Baaliyan,0.729,0.396,0,-8.98,1,0.0359,0.796,0,0.104,0.886,97.281,audio_features,103265,4
4VsP4Dm8gsibRxB5I2hEkw,Kaifi Khalil,Kahani Suno 2.0,Kahani Suno 2.0,0.577,0.379,11,-13.235,1,0.0374,0.909,0.000586,0.0986,0.26,139.585,audio_features,173638,3
1a8w8nlIyIhE2W1HIayKnl,Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")","Ghodey Pe Sawaar (From ""Qala"")",0.777,0.481,3,-6.127,1,0.0274,0.794,4.23e-05,0.265,0.814,102.003,audio_features,193832,4
6FAYpZ4jve8vpvTwUvjK6H,Vishal-Shekhar,Jhoome Jo Pathaan,Pathaan,0.817,0.738,7,-7.639,1,0.0748,0.0964,0,0.331,0.616,104.964,audio_features,208164,4
45C7tXCrmp3R5E65XUtLLj,Tanishk Bagchi,"Jehda Nasha (From ""An Action Hero"")","Jehda Nasha (From ""An Action Hero"")",0.881,0.676,1,-4.76,1,0.0812,0.0848,0.000387,0.0693,0.843,119.965,audio_features,222055,4
1418IuVKQPTYqt7QNJ9RXN,King,Maan Meri Jaan,Champagne Talk,0.698,0.505,6,-8.242,0,0.0356,0.354,0,0.0995,0.396,95.868,audio_features,194654,4
0H2iJVgorRR0ZFgRqGUjUM,Pritam,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,audio_features,289333,4
7E0A86Yhc0ZyOl6aAPE5wN,Tanishk Bagchi,"Main Khiladi - From ""Selfiee""","Main Khiladi (From ""Selfiee"")",0.766,0.875,1,-3.195,1,0.0963,0.0799,9.53e-06,0.124,0.775,131.015,audio_features,187099,4
72zHuDxFQTjbL51qJQSA7j,Jasleen Royal,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",0.603,0.573,1,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941,audio_features,228855,4
2I0MIQhICYnKHvaxUHYH49,Amit Trivedi,Shauq,Qala (Music From The Netflix Film),0.411,0.244,7,-11.364,1,0.0349,0.868,2.54e-05,0.128,0.248,139.935,audio_features,256285,4
4LO5DjN6Tp3UkUvgESuy2t,Jawad Ahmad,Samjhawan,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),0.65,0.482,4,-8.667,1,0.0281,0.293,0,0.0811,0.517,106.994,audio_features,269185,4
0zlGnseLGzRIBA0TJcb3Bo,Yohani,"Manike (From ""Thank God"")","Manike (From ""Thank God"")",0.551,0.578,1,-7.005,0,0.0732,0.522,0,0.073,0.509,106.772,audio_features,197474,4
6udC4b4jOSnHb9ItnXgKLR,Sachin-Jigar,Saibo,Shor in the City (Original Motion Picture Soundtrack),0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,audio_features,195253,4
2eTkxblLeqdTSsb2ivafDX,Ankit Tiwari,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,audio_features,350012,4
2QophXhN2Ls2URfoPmiviC,Taaruk Raina,Kho Gaye,Mismatched: Season 2 (Music from the Netflix Series),0.478,0.374,8,-11.627,0,0.0361,0.628,0.000736,0.0979,0.218,76.163,audio_features,197763,4
0DXfJ2iKRDEG7rPgssWFea,Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")","Rangisari (From ""Jugjugg Jeeyo"")",0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,audio_features,223271,4
1smFN2CLqGROu0J0UyvDfL,Pritam,Shayad,Love Aaj Kal (Original Motion Picture Soundtrack),0.483,0.468,8,-7.642,1,0.0341,0.784,0,0.152,0.319,135.875,audio_features,247941,4
3SxOgJihDKlbZ9C1OvLgNs,Harrdy Sandhu,Kyaa Baat Haii 2.0,"Kyaa Baat Haii 2.0 (From ""Govinda Naam Mera"")",0.801,0.734,6,-4.323,0,0.157,0.136,0,0.122,0.427,93.951,audio_features,176170,4
20EQiQQYSyuifv6YMj64qP,King,OOPS,Champagne Talk,0.918,0.673,0,-5.084,1,0.184,0.314,0,0.0555,0.828,99.952,audio_features,163200,4
42C9YmmOF7PkiHWpulxzcq,Tesher,Young Shahrukh,Young Shahrukh,0.909,0.449,8,-9.912,0,0.263,0.0323,0,0.087,0.685,95.001,audio_features,159428,4
7MBqVOzb8C3f0FXr2LBLiq,OAFF,"Doobey (From ""Gehraiyaan"")","Doobey (From ""Gehraiyaan"")",0.751,0.669,3,-6.532,0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,audio_features,219687,4
208sMwgVcaFt2mT79Df1KG,Vishal Mishra,"Naacho Naacho (From ""Rrr"")","Naacho Naacho (From ""Rrr"")",0.438,0.986,10,-3.384,0,0.14,0.35,0.000343,0.0773,0.736,159.894,audio_features,214208,4
7sVEoPc5ZUUQerRkgTypUZ,Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,audio_features,224072,4
1hQia6rxgfM1ly2hE3StWp,Vishal-Shekhar,Ishq Wala Love,Student of the Year (Original Motion Picture Soundtrack),0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,audio_features,257973,4
1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,Summer High,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,audio_features,177391,4
4Hv055xg1SZZgwwGBx8Cr5,Pritam,"Rasiya (From ""Brahmastra"")","Rasiya (From ""Brahmastra"")",0.54,0.796,4,-7.538,1,0.0521,0.371,0.00165,0.11,0.636,78.99,audio_features,265063,4
3vBojOn8Nz8gMQmIBeN00M,OAFF,"Gehraiyaan Title Track (From ""Gehraiyaan"")","Gehraiyaan Title Track (From ""Gehraiyaan"")",0.309,0.299,9,-9.039,0,0.0334,0.554,3.1e-05,0.0899,0.193,126.424,audio_features,179032,4
7lvDsmTRXFE3dK4OjvRiWB,Shae Gill,Pasoori,Pasoori,0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,audio_features,224147,4
3hts3cIWNG8A2063si9GLP,Sachin-Jigar,Bijli,"Bijli (From ""Govinda Naam Mera"")",0.573,0.819,1,-6.246,1,0.256,0.306,1.13e-06,0.0653,0.862,108.786,audio_features,174000,3
0IGXY47K2ha3AHfX57wY1O,Pritam,"Deva Deva (From ""Brahmastra"")","Deva Deva (From ""Brahmastra"")",0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,audio_features,279107,4
4uK0M8AI6gyFmyzUneQpbi,A.R. Rahman,"Rait Zara Si (From ""Atrangi Re"")","Rait Zara Si (From ""Atrangi Re"")",0.563,0.495,2,-10.272,1,0.0362,0.781,0,0.0837,0.244,125.998,audio_features,291462,4
5oDqm3nmB6euAtKnDH8cQD,Arijit Singh,Bairiya,Bairiya,0.56,0.651,0,-7.115,0,0.0706,0.745,2.19e-06,0.109,0.628,150.073,audio_features,263424,3
3CoxH43C1CQr7yXItaoYlE,AJWAVY,Desi Bop,Desi Bop,0.817,0.755,6,-6.364,0,0.0481,0.0564,0.503,0.325,0.413,99.976,audio_features,151200,4
4vjVTc6cqDwZJ40ILlEpEx,Tanishk Bagchi,The Punjaabban Song,Jugjugg Jeeyo,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46e-05,0.676,0.613,139.241,audio_features,199030,4
0QT9B8Yfrz0vi66oXMrKJg,Pritam,"Character Dheela 2.0 (From ""Shehzada"")","Character Dheela 2.0 (From ""Shehzada"")",0.841,0.863,11,-4.73,1,0.0642,0.00332,9.64e-05,0.111,0.426,111.955,audio_features,157153,4
6XZWokIxs4leaSmXmU8b26,Pritam,"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")","Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",0.572,0.736,11,-7.768,1,0.0658,0.643,0,0.128,0.778,85.035,audio_features,238252,4
4FeczSomVWVyU4FW7xDeAI,A.R. Rahman,Tere Bina,Guru (Original Motion Picture Soundtrack),0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,audio_features,309640,4
0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,The Carnival,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,audio_features,270000,4
1uzkWkIaWaxzHJgJ4Fy5rO,Jatin-Lalit,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,audio_features,408133,4
1UWacd8x8tPPwmrPB1MoBI,Pritam,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,audio_features,269032,4
6871FKHumiy1Wfr6vF7Xxt,Pritam,"Hawayein (From ""Jab Harry Met Sejal"")","Hawayein (From ""Jab Harry Met Sejal"")",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,audio_features,289999,4
251PNRmJU9KcUnFQAB5t6I,Shankar-Ehsaan-Loy,Kal Ho Naa Ho,Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,audio_features,321240,4
4km0RUkMMFdx8iDuq36o2w,Pritam,Janam Janam,Dilwale (Original Motion Picture Soundtrack),0.301,0.581,11,-7.324,0,0.0422,0.602,0,0.0757,0.235,132.051,audio_features,237897,3
6bdpj89aYEBjhpsenXAsmO,A.R. Rahman,Enna Sona,OK Jaanu (Original Motion Picture Soundtrack),0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,audio_features,213632,4
7iLA6PQeQWRjLDHOJgGpj5,Pritam,"Gerua (From ""Dilwale"")",Dilwale (Original Motion Picture Soundtrack),0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,audio_features,345559,4
6GWchpKWsKkwR6jcl0yG6V,KK,Pyaar Ke Pal,Pal,0.599,0.135,4,-12.376,1,0.0308,0.845,2.43e-05,0.11,0.168,122.107,audio_features,359373,3
3wwLWFRLiReDf5AqgmAJwT,Rito Riba,Heer Ranjha,Heer Ranjha,0.576,0.72,9,-3.842,1,0.0409,0.438,0,0.0814,0.6,140.031,audio_features,223108,4
5OMUXgfXsSukZ0zxelpC3b,A.R. Rahman,Raanjhanaa,Raanjhanaa (Original Motion Picture Soundtrack),0.673,0.714,9,-8.042,1,0.039,0.111,0,0.0858,0.78,112.941,audio_features,254653,4
2cbaCL38j8eUXBQjvLawET,Pritam,"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")","Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",0.857,0.893,0,-2.87,0,0.0422,0.0663,0,0.0335,0.845,108.022,audio_features,211667,4
5OcGETO7eEKjKme4gm0r7y,Pritam,"Dance Ka Bhoot (From ""Brahmastra"")","Dance Ka Bhoot (From ""Brahmastra"")",0.632,0.929,6,-5.297,1,0.128,0.0503,0,0.271,0.584,136.008,audio_features,245735,4
3HjMAWTLyUM4irdbsudw26,Tanishk Bagchi,Mera Banega Tu,Liger (Original Motion Picture Soundtrack),0.715,0.597,5,-6.191,1,0.0302,0.65,0,0.0855,0.678,108.007,audio_features,246806,4
2T1K8XIPSIcvXueBS6kw2L,Tanishk Bagchi,Bana Sharabi,"Bana Sharabi (From ""Govinda Naam Mera"")",0.668,0.299,0,-12.485,1,0.0326,0.522,0,0.173,0.676,119.97,audio_features,228125,4
1ZiReD9pPTttQWwSoYqdyH,Dikshant,Aankhon Se Batana,Aankhon Se Batana,0.544,0.307,10,-11.361,1,0.0334,0.791,0,0.11,0.335,177.808,audio_features,221271,4
3e1JStKIIfidujpSzjqv3F,Sanjay Leela Bhansali,Dholida,Dholida - Gangubai Kathiawadi,0.638,0.902,1,-4.936,0,0.0712,0.68,0,0.255,0.759,110.222,audio_features,179034,3
1qvG2HriblOKz5d6lMT81E,OAFF,Feel You Now,Feel You Now,0.801,0.456,8,-7.524,0,0.0743,0.397,0.000964,0.18,0.553,131.006,audio_features,134199,4
7doebiokA0utWXWcw7rD82,Darshan Raval,Baarishon Mein,Baarishon Mein,0.352,0.34,0,-10.002,1,0.0357,0.898,3.3e-06,0.0936,0.314,179.865,audio_features,224667,4
2GVVNhSq5gq3rZF2b0UY5a,A.R. Rahman,Tere Bina - Khanvict Remix,Tere Bina - Khanvict Remix,0.657,0.58,9,-7.255,1,0.195,0.231,0.00176,0.0891,0.375,149.91,audio_features,182400,4
3KeMulXbLDJBQdY5PZbGEh,A.R. Rahman,Param Sundari,Mimi (Original Motion Picture Soundtrack),0.815,0.761,4,-7.162,0,0.144,0.192,0,0.0272,0.82,121.999,audio_features,200219,4
3jf5303mzzJ96O8xFTcEn4,B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",0.428,0.467,2,-4.904,1,0.0327,0.68,0,0.135,0.193,90.831,audio_features,266005,4
07Wy1eKaBeKTUhCQVPvaKP,Aditya A,Chaand Baaliyan - Girl Let Me Tell You,Chaand Baaliyan (Girl Let Me Tell You),0.718,0.801,0,-4.54,1,0.0543,0.0955,0.00276,0.196,0.782,99.975,audio_features,135000,4
1U8rhryVYw9gWZ6zvw4Orc,OAFF,Beqaaboo,Gehraiyaan (Original Motion Picture Soundtrack),0.679,0.663,9,-6.279,0,0.051,0.0221,0.00609,0.351,0.511,123.985,audio_features,187266,4
1O5mTSQa0sCce9ghhDqIZl,A.R. Rahman,Jashn-E-Bahaaraa,Jodhaa Akbar (Original Motion Picture Soundtrack),0.7,0.343,2,-10.474,1,0.0308,0.767,0,0.0789,0.488,137.864,audio_features,315173,4
5pbOpE6CfRgGnPPZJSDfME,A.R. Rahman,"Chaka Chak (From ""Atrangi Re"")","Chaka Chak (From ""Atrangi Re"")",0.816,0.747,10,-6.86,0,0.206,0.064,1.07e-05,0.0806,0.842,82.019,audio_features,269781,4
2PEo8JQ48mfEv8a2HLqDvt,Sachin-Jigar,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]",0.875,0.846,7,-5.276,1,0.0716,0.137,1.15e-05,0.123,0.697,114.981,audio_features,164046,4
